split,topic,documents
train,72,105
train,73,104
train,74,104
train,75,104
train,76,103
train,77,102
train,78,100
train,79,99
train,80,98
train,81,97
train,82,97
train,83,96
train,84,96
train,85,96
train,86,95
train,87,95
train,88,93
train,89,92
train,90,92
train,91,92
train,92,92
train,93,91
train,94,91
train,95,90
train,96,89
train,97,86
train,98,85
train,99,85
train,100,84
train,101,84
train,102,84
train,103,81
train,104,79
train,105,77
train,106,77
train,107,76
train,108,76
train,109,76
train,110,76
train,111,75
train,112,75
train,113,75
train,114,75
train,115,74
train,116,74
train,117,74
train,118,73
train,119,73
train,120,73
train,121,72
train,122,72
train,123,71
train,124,69
train,125,68
train,126,68
train,127,68
train,128,67
train,129,67
train,130,67
train,131,66
train,132,66
train,133,66
train,134,65
train,135,64
train,136,64
train,137,64
train,138,64
train,139,64
train,140,63
train,141,63
train,142,63
train,143,63
train,144,63
train,145,62
train,146,62
train,147,61
train,148,60
train,149,60
train,150,59
train,151,59
train,152,59
train,153,59
train,154,58
train,155,58
train,156,58
train,157,57
train,158,57
train,159,56
train,160,56
train,161,56
train,162,56
train,163,55
train,164,54
train,165,54
train,166,54
train,167,52
train,168,52
train,169,52
train,170,52
train,171,52
train,172,51
train,173,51
train,174,51
train,175,51
train,176,51
train,177,51
train,178,50
train,179,49
train,180,49
train,181,49
train,182,49
train,183,48
train,184,48
train,185,48
train,186,48
train,187,48
train,188,48
train,189,48
train,190,47
train,191,47
train,192,47
train,193,47
train,194,47
train,195,47
train,196,47
train,197,46
train,198,46
train,199,46
train,200,46
train,201,46
train,202,46
train,203,45
train,204,45
train,205,45
train,206,45
train,207,45
train,208,45
train,209,45
train,210,44
train,211,44
train,212,44
train,213,44
train,214,44
train,215,44
train,216,43
train,217,43
train,218,43
train,219,43
train,220,43
train,221,43
train,222,43
train,223,43
train,224,42
train,225,42
train,226,42
train,227,42
train,228,42
train,229,42
train,230,41
train,231,41
train,232,41
train,233,41
train,234,41
train,235,40
train,236,40
train,237,40
train,238,40
train,239,40
train,240,40
train,241,40
train,242,40
train,243,39
train,244,39
train,245,39
train,246,39
train,247,39
train,248,39
train,249,39
train,250,39
train,251,38
train,252,38
train,253,38
train,254,38
train,255,38
train,256,38
train,257,38
train,258,38
train,259,38
train,260,38
train,261,38
train,262,38
train,263,38
train,264,37
train,265,37
train,266,37
train,267,37
train,268,37
train,269,37
train,270,37
train,271,37
train,272,36
train,273,36
train,274,36
train,275,36
train,276,36
train,277,36
train,278,36
train,279,36
train,280,36
train,281,36
train,282,36
train,283,35
train,284,35
train,285,35
train,286,35
train,287,35
train,288,35
train,289,34
train,290,34
train,291,34
train,292,34
train,293,34
train,294,34
train,295,34
train,296,34
train,297,34
train,298,34
train,299,33
train,300,33
train,301,33
train,302,33
train,303,33
train,304,33
train,305,33
train,306,33
train,307,33
train,308,33
train,309,33
train,310,33
train,311,33
train,312,33
train,313,33
train,314,33
train,315,33
train,316,33
train,317,32
train,318,32
train,319,32
train,320,32
train,321,32
train,322,32
train,323,32
train,324,32
train,325,32
train,326,32
train,327,31
train,328,31
train,329,31
train,330,31
train,331,31
train,332,31
train,333,31
train,334,31
train,335,31
train,336,30
train,337,30
train,338,30
train,339,30
train,340,30
train,341,30
train,342,30
train,343,30
train,344,30
train,345,30
train,346,30
train,347,30
train,348,30
train,349,29
train,350,29
train,351,29
train,352,29
train,353,29
train,354,29
train,355,29
train,356,29
train,357,29
train,358,29
train,359,28
train,360,28
train,361,28
train,362,28
train,363,28
train,364,28
train,365,28
train,366,28
train,367,28
train,368,28
train,369,28
train,370,28
train,371,28
train,372,28
train,373,28
train,374,28
train,375,28
train,376,28
train,377,28
train,378,27
train,379,27
train,380,27
train,381,27
train,382,27
train,383,27
train,384,27
train,385,27
train,386,27
train,387,27
train,388,27
train,389,27
train,390,27
train,391,27
train,392,27
train,393,26
train,394,26
train,395,26
train,396,26
train,397,26
train,398,26
train,399,26
train,400,26
train,401,26
train,402,26
train,403,26
train,404,26
train,405,26
train,406,26
train,407,26
train,408,26
train,409,26
train,410,26
train,411,26
train,412,26
train,413,26
train,414,26
train,415,25
train,416,25
train,417,25
train,418,25
train,419,25
train,420,25
train,421,25
train,422,25
train,423,25
train,424,25
train,425,25
train,426,25
train,427,25
train,428,25
train,429,25
train,430,25
train,431,25
train,432,25
train,433,25
train,434,25
train,435,25
train,436,25
train,437,25
train,438,25
train,439,25
train,440,25
train,441,25
train,442,24
train,443,24
train,444,24
train,445,24
train,446,24
train,447,24
train,448,24
train,449,24
train,450,24
train,451,24
train,452,24
train,453,24
train,454,24
train,455,24
train,456,24
train,457,24
train,458,24
train,459,24
train,460,24
train,461,24
train,462,24
train,463,24
train,464,24
train,465,24
train,466,24
train,467,23
train,468,23
train,469,23
train,470,23
train,471,23
train,472,23
train,473,23
train,474,23
train,475,23
train,476,23
train,477,23
train,478,23
train,479,23
train,480,23
train,481,23
train,482,23
train,483,23
train,484,23
train,485,23
train,486,23
train,487,23
train,488,23
train,489,23
train,490,23
train,491,23
train,492,23
train,493,23
train,494,22
train,495,22
train,496,22
train,497,22
train,498,22
train,499,22
train,500,22
train,501,22
train,502,22
train,503,22
train,504,22
train,505,22
train,506,22
train,507,22
train,508,22
train,509,22
train,510,22
train,511,22
train,512,22
train,513,22
train,514,22
train,515,22
train,516,22
train,517,22
train,518,21
train,519,21
train,520,21
train,521,21
train,522,21
train,523,21
train,524,21
train,525,21
train,526,21
train,527,21
train,528,21
train,529,21
train,530,21
train,531,21
train,532,21
train,533,21
train,534,21
train,535,20
train,536,20
train,537,20
train,538,20
train,539,20
train,540,20
train,541,20
train,542,20
train,543,20
train,544,20
train,545,20
train,546,20
train,547,20
train,548,20
train,549,20
train,550,20
train,551,20
train,552,20
train,553,20
train,554,20
train,555,20
train,556,20
train,557,20
train,558,20
train,559,20
train,560,20
train,561,20
train,562,20
train,563,20
train,564,20
train,565,20
train,566,20
train,567,20
train,568,20
train,569,19
train,570,19
train,571,19
train,572,19
train,573,19
train,574,19
train,575,19
train,576,19
train,577,19
train,578,19
train,579,19
train,580,19
train,581,19
train,582,19
train,583,19
train,584,19
train,585,19
train,586,19
train,587,19
train,588,19
train,589,19
train,590,19
train,591,19
train,592,19
train,593,19
train,594,19
train,595,19
train,596,18
train,597,18
train,598,18
train,599,18
train,600,18
train,601,18
train,602,18
train,603,18
train,604,18
train,605,18
train,606,18
train,607,18
train,608,18
train,609,18
train,610,18
train,611,18
train,612,18
train,613,18
train,614,18
train,615,17
train,616,17
train,617,17
train,618,17
train,619,17
train,620,17
train,621,17
train,622,17
train,623,17
train,624,17
train,625,17
train,626,17
train,627,17
train,628,17
train,629,17
train,630,17
train,631,17
train,632,17
train,633,17
train,634,17
train,635,17
train,636,17
train,637,17
train,638,17
train,639,17
train,640,17
train,641,17
train,642,17
train,643,17
train,644,17
train,645,17
train,646,17
train,647,17
train,648,17
train,649,17
train,650,17
train,651,16
train,652,16
train,653,16
train,654,16
train,655,16
train,656,16
train,657,16
train,658,16
train,659,16
train,660,16
train,661,16
train,662,16
train,663,16
train,664,16
train,665,16
train,666,16
train,667,16
train,668,16
train,669,16
train,670,16
train,671,16
train,672,16
train,673,16
train,674,16
train,675,16
train,676,16
train,677,16
train,678,16
train,679,16
train,680,16
train,681,16
train,682,16
train,683,16
train,684,16
train,685,16
train,686,16
train,687,16
train,688,16
train,689,16
train,690,16
train,691,16
train,692,15
train,693,15
train,694,15
train,695,15
train,696,15
train,697,15
train,698,15
train,699,15
train,700,15
train,701,15
train,702,15
train,703,15
train,704,15
train,705,15
train,706,15
train,707,15
train,708,15
train,709,15
train,710,15
train,711,15
train,712,15
train,713,15
train,714,15
train,715,15
train,716,15
train,717,15
train,718,15
train,719,15
train,720,15
train,721,15
train,722,15
train,723,15
train,724,15
train,725,15
train,726,15
train,727,14
train,728,14
train,729,14
train,730,14
train,731,14
train,732,14
train,733,14
train,734,14
train,735,14
train,736,14
train,737,14
train,738,14
train,739,14
train,740,14
train,741,14
train,742,14
train,743,14
train,744,14
train,745,14
train,746,14
train,747,14
train,748,14
train,749,14
train,750,14
train,751,14
train,752,14
train,753,14
train,754,13
train,755,13
train,756,13
train,757,13
train,758,13
train,759,13
train,760,13
train,761,13
train,762,13
train,763,13
train,764,13
train,765,13
train,766,13
train,767,13
train,768,13
train,769,13
train,770,13
train,771,13
train,772,13
train,773,13
train,774,13
train,775,13
train,776,13
train,777,13
train,778,13
train,779,13
train,780,13
train,781,13
train,782,13
train,783,13
train,784,13
train,785,13
train,786,13
train,787,13
train,788,13
train,789,13
train,790,12
train,791,12
train,792,12
train,793,12
train,794,12
train,795,12
train,796,12
train,797,12
train,798,12
train,799,12
train,800,12
train,801,12
train,802,12
train,803,12
train,804,12
train,805,12
train,806,12
train,807,12
train,808,12
train,809,12
train,810,12
train,811,12
train,812,12
train,813,12
train,814,12
train,815,12
train,816,12
train,817,12
train,818,12
train,819,12
train,820,12
train,821,12
train,822,12
train,823,12
train,824,12
train,825,12
train,826,12
train,827,12
train,828,12
train,829,12
train,830,12
train,831,12
train,832,12
train,833,11
train,834,11
train,835,11
train,836,11
train,837,11
train,838,11
train,839,11
train,840,11
train,841,11
train,842,11
train,843,11
train,844,11
train,845,11
train,846,11
train,847,11
train,848,11
train,849,11
train,850,11
train,851,11
train,852,11
train,853,11
train,854,11
train,855,11
train,856,11
train,857,11
train,858,11
train,859,11
train,860,11
train,861,11
train,862,11
train,863,11
train,864,11
train,865,11
train,866,11
train,867,10
train,868,10
train,869,10
train,870,10
train,871,10
train,872,10
train,873,10
train,874,10
train,875,10
train,876,10
train,877,10
train,878,10
train,879,10
train,880,10
train,881,10
train,882,10
train,883,10
train,884,10
train,885,10
train,886,10
train,887,10
train,888,10
train,889,10
train,890,10
train,891,10
validation,-1,7250
validation,9,243
validation,0,214
validation,558,106
validation,19,95
validation,76,92
validation,52,87
validation,11,86
validation,1,78
validation,4,77
validation,98,72
validation,28,66
validation,40,57
validation,194,57
validation,302,57
validation,2,54
validation,53,50
validation,153,48
validation,67,47
validation,93,47
validation,154,47
validation,17,44
validation,20,44
validation,174,43
validation,46,42
validation,109,40
validation,166,40
validation,75,39
validation,108,39
validation,104,38
validation,117,38
validation,469,37
validation,59,36
validation,106,35
validation,124,34
validation,150,33
validation,366,33
validation,15,32
validation,45,32
validation,69,32
validation,134,32
validation,88,31
validation,90,31
validation,663,31
validation,6,30
validation,36,30
validation,440,30
validation,60,29
validation,258,29
validation,48,28
validation,430,28
validation,230,27
validation,766,26
validation,155,25
validation,178,25
validation,445,25
validation,447,25
validation,728,25
validation,198,24
validation,47,23
validation,58,23
validation,78,23
validation,14,22
validation,61,22
validation,62,22
validation,74,22
validation,82,22
validation,229,22
validation,248,22
validation,288,22
validation,16,21
validation,33,21
validation,476,21
validation,862,21
validation,41,20
validation,89,20
validation,296,20
validation,466,20
validation,169,19
validation,189,19
validation,7,18
validation,99,18
validation,103,18
validation,171,18
validation,273,18
validation,326,18
validation,35,17
validation,39,17
validation,73,17
validation,388,17
validation,49,16
validation,64,16
validation,79,16
validation,87,16
validation,145,16
validation,151,16
validation,179,16
validation,217,16
validation,764,16
validation,12,15
validation,102,15
validation,118,15
validation,137,15
validation,193,15
validation,335,15
validation,434,15
validation,500,15
validation,536,15
validation,551,15
validation,140,14
validation,165,14
validation,306,14
validation,331,14
validation,421,14
validation,456,14
validation,461,14
validation,24,13
validation,110,13
validation,123,13
validation,201,13
validation,327,13
validation,566,13
validation,611,13
validation,18,12
validation,128,12
validation,159,12
validation,208,12
validation,282,12
validation,313,12
validation,504,12
validation,603,12
validation,772,12
validation,23,11
validation,66,11
validation,114,11
validation,152,11
validation,170,11
validation,176,11
validation,190,11
validation,215,11
validation,253,11
validation,270,11
validation,271,11
validation,281,11
validation,291,11
validation,315,11
validation,353,11
validation,398,11
validation,787,11
validation,8,10
validation,13,10
validation,26,10
validation,32,10
validation,54,10
validation,142,10
validation,172,10
validation,175,10
validation,205,10
validation,206,10
validation,222,10
validation,241,10
validation,293,10
validation,323,10
validation,346,10
validation,354,10
validation,381,10
validation,402,10
validation,416,10
validation,484,10
validation,538,10
validation,80,9
validation,81,9
validation,112,9
validation,116,9
validation,177,9
validation,197,9
validation,221,9
validation,259,9
validation,262,9
validation,305,9
validation,308,9
validation,321,9
validation,324,9
validation,358,9
validation,515,9
validation,600,9
validation,811,9
validation,27,8
validation,29,8
validation,65,8
validation,96,8
validation,97,8
validation,133,8
validation,141,8
validation,143,8
validation,167,8
validation,188,8
validation,218,8
validation,227,8
validation,264,8
validation,269,8
validation,295,8
validation,328,8
validation,332,8
validation,380,8
validation,406,8
validation,412,8
validation,441,8
validation,717,8
validation,31,7
validation,42,7
validation,57,7
validation,91,7
validation,129,7
validation,157,7
validation,185,7
validation,226,7
validation,251,7
validation,277,7
validation,299,7
validation,317,7
validation,322,7
validation,384,7
validation,401,7
validation,404,7
validation,409,7
validation,462,7
validation,480,7
validation,487,7
validation,517,7
validation,523,7
validation,535,7
validation,540,7
validation,577,7
validation,615,7
validation,629,7
validation,675,7
validation,37,6
validation,77,6
validation,85,6
validation,113,6
validation,126,6
validation,136,6
validation,181,6
validation,202,6
validation,209,6
validation,219,6
validation,237,6
validation,245,6
validation,246,6
validation,267,6
validation,297,6
validation,312,6
validation,374,6
validation,379,6
validation,389,6
validation,444,6
validation,451,6
validation,468,6
validation,472,6
validation,481,6
validation,531,6
validation,553,6
validation,568,6
validation,642,6
validation,746,6
validation,837,6
validation,866,6
validation,3,5
validation,63,5
validation,86,5
validation,111,5
validation,121,5
validation,125,5
validation,130,5
validation,148,5
validation,156,5
validation,163,5
validation,164,5
validation,180,5
validation,199,5
validation,228,5
validation,238,5
validation,250,5
validation,256,5
validation,286,5
validation,289,5
validation,329,5
validation,360,5
validation,382,5
validation,420,5
validation,426,5
validation,439,5
validation,457,5
validation,488,5
validation,495,5
validation,509,5
validation,511,5
validation,516,5
validation,532,5
validation,533,5
validation,537,5
validation,570,5
validation,573,5
validation,578,5
validation,579,5
validation,618,5
validation,635,5
validation,644,5
validation,660,5
validation,731,5
validation,778,5
validation,805,5
validation,843,5
validation,22,4
validation,43,4
validation,44,4
validation,51,4
validation,83,4
validation,100,4
validation,131,4
validation,147,4
validation,149,4
validation,173,4
validation,182,4
validation,184,4
validation,196,4
validation,204,4
validation,207,4
validation,223,4
validation,224,4
validation,254,4
validation,257,4
validation,260,4
validation,268,4
validation,274,4
validation,275,4
validation,279,4
validation,294,4
validation,301,4
validation,309,4
validation,318,4
validation,330,4
validation,345,4
validation,355,4
validation,362,4
validation,371,4
validation,395,4
validation,411,4
validation,413,4
validation,414,4
validation,436,4
validation,465,4
validation,513,4
validation,514,4
validation,521,4
validation,543,4
validation,548,4
validation,559,4
validation,567,4
validation,574,4
validation,584,4
validation,586,4
validation,589,4
validation,591,4
validation,596,4
validation,646,4
validation,696,4
validation,699,4
validation,710,4
validation,722,4
validation,743,4
validation,763,4
validation,767,4
validation,795,4
validation,823,4
validation,865,4
validation,886,4
validation,890,4
validation,38,3
validation,56,3
validation,70,3
validation,94,3
validation,105,3
validation,115,3
validation,168,3
validation,211,3
validation,225,3
validation,231,3
validation,247,3
validation,265,3
validation,272,3
validation,276,3
validation,280,3
validation,338,3
validation,341,3
validation,349,3
validation,363,3
validation,369,3
validation,372,3
validation,403,3
validation,424,3
validation,438,3
validation,467,3
validation,486,3
validation,489,3
validation,498,3
validation,499,3
validation,562,3
validation,564,3
validation,580,3
validation,583,3
validation,587,3
validation,592,3
validation,604,3
validation,608,3
validation,610,3
validation,621,3
validation,624,3
validation,636,3
validation,682,3
validation,683,3
validation,686,3
validation,690,3
validation,691,3
validation,724,3
validation,729,3
validation,751,3
validation,768,3
validation,777,3
validation,786,3
validation,793,3
validation,799,3
validation,806,3
validation,841,3
validation,845,3
validation,861,3
validation,870,3
validation,884,3
validation,5,2
validation,10,2
validation,21,2
validation,50,2
validation,72,2
validation,107,2
validation,120,2
validation,127,2
validation,158,2
validation,160,2
validation,183,2
validation,186,2
validation,195,2
validation,210,2
validation,213,2
validation,216,2
validation,220,2
validation,232,2
validation,239,2
validation,255,2
validation,261,2
validation,266,2
validation,278,2
validation,298,2
validation,300,2
validation,303,2
validation,304,2
validation,307,2
validation,310,2
validation,319,2
validation,344,2
validation,347,2
validation,348,2
validation,350,2
validation,359,2
validation,361,2
validation,373,2
validation,376,2
validation,386,2
validation,390,2
validation,391,2
validation,399,2
validation,400,2
validation,425,2
validation,432,2
validation,437,2
validation,443,2
validation,448,2
validation,450,2
validation,454,2
validation,455,2
validation,470,2
validation,471,2
validation,473,2
validation,477,2
validation,492,2
validation,501,2
validation,503,2
validation,506,2
validation,519,2
validation,520,2
validation,539,2
validation,541,2
validation,542,2
validation,545,2
validation,549,2
validation,555,2
validation,561,2
validation,563,2
validation,565,2
validation,575,2
validation,581,2
validation,593,2
validation,594,2
validation,602,2
validation,607,2
validation,614,2
validation,616,2
validation,619,2
validation,626,2
validation,631,2
validation,633,2
validation,639,2
validation,647,2
validation,648,2
validation,662,2
validation,666,2
validation,687,2
validation,689,2
validation,695,2
validation,706,2
validation,712,2
validation,715,2
validation,718,2
validation,719,2
validation,758,2
validation,762,2
validation,773,2
validation,783,2
validation,784,2
validation,792,2
validation,824,2
validation,855,2
validation,873,2
validation,882,2
validation,883,2
validation,888,2
validation,34,1
validation,68,1
validation,71,1
validation,84,1
validation,95,1
validation,119,1
validation,135,1
validation,146,1
validation,162,1
validation,187,1
validation,191,1
validation,234,1
validation,242,1
validation,263,1
validation,283,1
validation,290,1
validation,311,1
validation,334,1
validation,336,1
validation,337,1
validation,340,1
validation,343,1
validation,352,1
validation,357,1
validation,367,1
validation,385,1
validation,387,1
validation,392,1
validation,394,1
validation,407,1
validation,423,1
validation,429,1
validation,435,1
validation,442,1
validation,458,1
validation,459,1
validation,460,1
validation,478,1
validation,482,1
validation,502,1
validation,507,1
validation,508,1
validation,510,1
validation,512,1
validation,534,1
validation,546,1
validation,552,1
validation,557,1
validation,569,1
validation,571,1
validation,582,1
validation,585,1
validation,588,1
validation,590,1
validation,597,1
validation,601,1
validation,605,1
validation,609,1
validation,613,1
validation,620,1
validation,628,1
validation,630,1
validation,632,1
validation,634,1
validation,643,1
validation,649,1
validation,652,1
validation,658,1
validation,664,1
validation,669,1
validation,672,1
validation,673,1
validation,676,1
validation,677,1
validation,678,1
validation,680,1
validation,681,1
validation,684,1
validation,685,1
validation,693,1
validation,694,1
validation,703,1
validation,704,1
validation,721,1
validation,725,1
validation,732,1
validation,733,1
validation,735,1
validation,737,1
validation,742,1
validation,745,1
validation,750,1
validation,753,1
validation,754,1
validation,765,1
validation,769,1
validation,776,1
validation,780,1
validation,782,1
validation,797,1
validation,798,1
validation,801,1
validation,803,1
validation,809,1
validation,812,1
validation,814,1
validation,816,1
validation,820,1
validation,821,1
validation,822,1
validation,827,1
validation,835,1
validation,838,1
validation,850,1
validation,852,1
validation,854,1
validation,856,1
validation,857,1
validation,859,1
validation,864,1
validation,867,1
validation,868,1
validation,872,1
validation,887,1
validation,889,1
